2022-03-06 22:39:04.275347|*** Booting Zephyr OS build v2.7.99-416-ge231d5053579  ***
2022-03-06 22:39:04.277826|Initializing...
2022-03-06 22:39:04.279645|The UUID of the device is: 0xe5 0x54 0x39 0x6d 0xf1 0x11 0xde 0x36 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 
2022-03-06 22:39:04.290888|Bluetooth initialized
2022-03-06 22:39:04.294198|Mesh initialized
2022-03-06 22:39:04.297305|Self-provisioning with address 0x54e5
2022-03-06 22:39:04.313234|Provisioned and configured!
2022-03-06 22:39:04.315827|I am the sender node!
2022-03-06 22:39:04.317589|[00:00:00.397,735] [1;33m<wrn> bt_hci_core: Failed to set device name (-12)[0m
2022-03-06 22:39:04.596870|[00:00:00.399,078] [0m<inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)[0m
2022-03-06 22:39:04.604633|[00:00:00.399,078] [0m<inf> bt_hci_core: HW Variant: nRF52x (0x0002)[0m
2022-03-06 22:39:04.610697|[00:00:00.399,108] [0m<inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 2.7 Build 99[0m
2022-03-06 22:39:04.621787|[00:00:00.399,810] [0m<inf> bt_hci_core: Identity: C9:99:AD:38:8C:16 (random)[0m
2022-03-06 22:39:04.628530|[00:00:00.399,841] [0m<inf> bt_hci_core: HCI: version 5.3 (0x0c) revision 0x0000, manufacturer 0x05f1[0m
2022-03-06 22:39:04.639610|[00:00:00.399,841] [0m<inf> bt_hci_core: LMP: version 5.3 (0x0c) subver 0xffff[0m
2022-03-06 22:39:04.645761|[00:00:00.402,160] [0m<inf> bt_mesh_prov_device: Device UUID: 00000000-0000-0000-36de-11f16d3954e5[0m
2022-03-06 22:39:04.656150|[00:00:00.410,278] [0m<inf> bt_mesh_main: Primary Element: 0x54e5[0m
2022-03-06 22:39:04.662996|[00:00:00.410,278] [0m<dbg> bt_mesh_main.bt_mesh_provision: net_idx 0x0000 flags 0x00 iv_index 0x0000[0m
2022-03-06 22:39:05.318923|Sending OnOff Set: on
2022-03-06 22:39:05.322089|seq:0 sender_id:200
2022-03-06 22:39:06.319175|Sending OnOff Set: off
2022-03-06 22:39:06.322312|seq:1 sender_id:200
2022-03-06 22:39:07.318951|Sending OnOff Set: on
2022-03-06 22:39:07.321639|seq:2 sender_id:200
2022-03-06 22:39:08.319193|Sending OnOff Set: off
2022-03-06 22:39:08.322046|seq:3 sender_id:200
2022-03-06 22:39:09.318836|Sending OnOff Set: on
2022-03-06 22:39:09.321860|seq:4 sender_id:200
2022-03-06 22:39:10.318991|Sending OnOff Set: off
2022-03-06 22:39:10.322056|seq:5 sender_id:200
2022-03-06 22:39:11.318802|Sending OnOff Set: on
2022-03-06 22:39:11.321871|seq:6 sender_id:200
2022-03-06 22:39:12.318520|Sending OnOff Set: off
2022-03-06 22:39:12.322570|seq:7 sender_id:200
2022-03-06 22:39:13.319714|Sending OnOff Set: on
2022-03-06 22:39:13.322120|seq:8 sender_id:200
2022-03-06 22:39:14.319083|Sending OnOff Set: off
2022-03-06 22:39:14.321411|seq:9 sender_id:200
2022-03-06 22:39:15.319777|Sending OnOff Set: on
2022-03-06 22:39:15.322435|seq:10 sender_id:200
2022-03-06 22:39:16.319344|Sending OnOff Set: off
2022-03-06 22:39:16.322333|seq:11 sender_id:200
2022-03-06 22:39:17.319674|Sending OnOff Set: on
2022-03-06 22:39:17.323046|seq:12 sender_id:200
2022-03-06 22:39:18.319628|Sending OnOff Set: off
2022-03-06 22:39:18.323129|seq:13 sender_id:200
